"Title","Author","Price","Sales Rank","Genre/Theme","Published Month","Published Year","Mean_Polarity","Mean_Subjectivity"
"The Best We Could Do","Thi Bui",18.99,4149,"Social Science","Apr",2018,0.125833333333333,0.3025
"Open Veins of Latin Ameri 2/E","Eduardo Galeano",22,4151,"Business & Economics","Jan",1997,0.533333333333333,0.875
"Sanctuary","Paola Mendoza",17.99,4153,"Young Adult Fiction","Sep",2020,0.0568581040171949,0.354171188659825
"There Will Come a Darkness","Katy Rose Pool",11.99,4156,"Young Adult Fiction","Sep",2020,0.292005430242272,0.542011556669451
"Positively Izzy","Terri Libenson",12.99,4157,"Juvenile Fiction","May",2018,0.188881944444444,0.386097222222222
"Pete the Cat's Train Trip","James Dean",4.99,4158,"Juvenile Fiction","Jun",2015,0,0
"Where Cooking Begins","Carla Lalli Music",32.5,4159,"Cooking","Mar",2019,0.224554072470739,0.422980583928296
"Nine Perfect Strangers","Liane Moriarty",17.99,4164,"Fiction","Oct",2019,0.233696118696119,0.565935651649937
"24","Willie Mays",28.99,4165,"Biography & Autobiography","May",2020,0.277809343434343,0.586679292929293
"A Short History of Nearly Everything","Bill Bryson",20,4166,"Science","Sep",2004,0.366825951825952,0.608251748251748
"Walk Two Moons","Sharon Creech",8.99,4167,"Juvenile Fiction","Jun",2019,0.309166666666667,0.575
"Days Without End","Sebastian Barry",17,4177,"Fiction","Sep",2017,0.230607306053735,0.512652030509173
"The Noonday Demon","Andrew Solomon",20,4179,"Biography & Autobiography","May",2015,0.1768268167124,0.493321663293059
"Mr. Nobody","Catherine Steadman",17,4183,"Fiction","Sep",2020,0.157422332297332,0.627733164983165
"The Penguin Book of Italian Short Stories","Jhumpa Lahiri",18,4184,"Fiction","Sep",2020,0.275244408369408,0.432717953342953
"The Knife of Never Letting Go (Reissue with bonus short story)","Patrick Ness",12,4200,"Young Adult Fiction","Jul",2014,0.0860180754917597,0.463960279486595
"The Wife Between Us","Greer Hendricks",16.99,4201,"Fiction","Oct",2018,0.0936007978949155,0.36030097897745
"Recollections of My Nonexistence","Rebecca Solnit",26,4207,"Social Science","Mar",2020,0.184875439281052,0.442973704489011
"Fox in Socks","Dr Seuss",4.99,4208,"Juvenile Fiction","Dec",2011,0,0
"Superpowered","Renee Jain",17.99,4210,"Juvenile Nonfiction","Sep",2020,0.00138888888888888,0.392361111111111
"Blockchain Chicken Farm","Xiaowei Wang",16,4214,"Computers","Oct",2020,0.0302331296154826,0.226956837280367
"Angelina Ballerina","Katharine Holabird",17.99,4216,"Juvenile Fiction","Aug",2019,0,0
"The Devil Finds Work","James Baldwin",14,4219,"Literary Collections","Sep",2011,0.130176767676768,0.143380230880231
"It's Trevor Noah","Trevor Noah",17.99,4225,"Juvenile Nonfiction","Apr",2019,0.156136363636364,0.692954545454545
"Underworld","Don DeLillo",20,4227,"Fiction","Jul",1998,0.19325015271096,0.487165659488248
"The Shallows","Nicholas Carr",17.95,4228,"Computers","Mar",2020,0.125577735022179,0.410642937309604
"Hi! Fly Guy (Scholastic Reader, Level 2)","Tedd Arnold",3.99,4229,"Juvenile Fiction","Feb",2006,0,0
"The Westing Game","Ellen Raskin",7.99,4233,"Juvenile Fiction","Oct",2020,0.222929292929293,0.530782828282828
"Pinkalicious","Victoria Kann",4.99,4234,"Juvenile Fiction","Sep",2019,0.138194444444444,0.258333333333333
"Miss Rumphius","Barbara Cooney",17.99,4236,"Juvenile Fiction","Nov",1982,0,0
"The Gene","Siddhartha Mukherjee",20,4250,"History","May",2017,0,0
"Our House Is on Fire","Greta Thunberg",17,4253,"Family & Relationships","Mar",2020,0.125347152847153,0.337871156621157
"The Thing Around Your Neck","Chimamanda Ngozi Adichie",15.95,4256,"Fiction","Jun",2010,0.0701657206294475,0.388447172926024
"Drawing on Walls","Matthew Burgess",18.95,4257,"Juvenile Nonfiction","May",2020,0.0941060818266701,0.437061316951023
"The Complete Poetry","Maya Angelou",30,4263,"Literary Collections","Mar",2015,0,0
"More Than Enough","Elaine Welteroth",17,4268,"Self-Help","Apr",2020,0.174849280621339,0.454661000763942
"The Tibetan Book of the Dead","Gyurme Dorje",25,4269,"Philosophy","Jan",2007,0,0
"Stardust","Neil Gaiman",15.99,4270,"Fiction","Aug",2006,0.476284013605442,0.702046485260771
"Baby Orca","Chronicle Books",6.99,4273,"Juvenile Fiction","Mar",2019,0,0
"Wuthering Heights","Emily Bronte",8,4278,"Fiction","Apr",2009,0,0.075
"We Dream of Space","Erin Entrada Kelly",16.99,4279,"Juvenile Fiction","May",2020,0.235308922558923,0.50445037678371
"The Big Book of Beasts","Yuval Zommer",19.95,4285,"Juvenile Nonfiction","Apr",2017,0.0477777777777778,0.197222222222222
"Ana on the Edge","A J Sass",16.99,4293,"Juvenile Fiction","Oct",2020,0.218914313200027,0.481905105476534
"Mouse Tales","Arnold Lobel",4.99,4294,"Juvenile Fiction","Nov",1978,0,0
"The Name of the Wind","Patrick Rothfuss",19,4295,"Fiction","Apr",2009,0.263532196969697,0.537393202861953
"Hurricane Child","Kacen Callender",7.99,4299,"Juvenile Fiction","Oct",2019,0.369444444444444,0.575
"John Derian Paper Goods","John Derian",19.95,4306,"Art","Oct",2020,0,0
"Here We Are","Graham Swift",22.95,4310,"Fiction","Sep",2020,0.220175694285765,0.537579428713796
"A Better Man","Michael Ian Black",24.95,4312,"Social Science","Sep",2020,0.203624015817893,0.468534887596477
"Charlie & The Great Glass Elevator","Roald Dahl",7.99,4323,"Juvenile Fiction","Aug",2007,0.25,0.25
"JFK","Fredrik Logevall",40,4324,"Political Science","Sep",2020,0.2775886002886,0.520714457500172
"Omnivore's Dilemma","Michael Pollan",18,4325,"Cooking","Aug",2007,0.150867932598725,0.446344917043296
"ABC for Me","Sugar Snap Studio",16.95,4330,"Juvenile Nonfiction","Oct",2018,0,0
"2021 The World of Maira Kalman Wall Calendar","Workman Calendars",19.99,4334,"Art","Jul",2020,0,0
"Cloud Atlas","David Mitchell",18,4338,"Fiction","Aug",2004,0.170457203615098,0.356723817118554
"Seance Tea Party","Reimena Yee",12.99,4339,"Juvenile Fiction","Sep",2020,0.387805944055944,0.529705710955711
"The Savage Detectives","Roberto Bolano",21,4341,"Fiction","Mar",2008,0.152313131313131,0.569176046176046
"George and Martha","James Marshall",7.99,4343,"Juvenile Fiction","Sep",1974,0.151254638218924,0.41037827252113
"The Eighth Detective","Alex Pavesi",26.99,4346,"Fiction","Aug",2020,0.184877633232225,0.497454292683885
"Little Bear's Friend","Else Holmelund Minarik",4.95,4350,"Juvenile Fiction","Apr",1984,0,0
"Dark Places","Gillian Flynn",17,4353,"Fiction","May",2010,0.089233873122762,0.523972061888729
"Legends of Zita the Spacegirl","Ben Hatke",12.99,4354,"Juvenile Fiction","Sep",2012,0.163560606060606,0.363712121212121
"The Queer Advantage","Andrew Gelwicks",30,4355,"Biography & Autobiography","Oct",2020,0.185698315911731,0.351065929328124
"This Changes Everything","Naomi Klein",18.99,4359,"Political Science","Aug",2015,0,0
"And Tango Makes Three","Justin Richardson",7.99,4362,"Juvenile Nonfiction","Jun",2015,0,0
"Akata Warrior","Nnedi Okorafor",11.99,4375,"Young Adult Fiction","Oct",2018,0.343341307814992,0.613038277511962
"You Are New","Lucy Knisley",17.99,4376,"Juvenile Fiction","Mar",2019,0.504040404040404,0.55050505050505
"Richard Scarry's A Day at the Fire Station","Huck Scarry",4.99,4382,"Juvenile Fiction","Jun",2003,0,0
"Tyrannosaurus Rex Mini Puzzle","Jonathan Woodward",4.99,4387,"Puzzles","Jun",2019,0,0
"The Female Persuasion","Meg Wolitzer",17,4388,"Fiction","May",2019,0.179736000699637,0.452177113122568
"The Essential Neruda","Pablo Neruda",16.95,4393,"Poetry","Apr",2004,0.163112745098039,0.293341503267974
"Into Thin Air","Jon Krakauer",16,4394,"Biography & Autobiography","Apr",1999,0.0671697416340273,0.578667027417027
"Petra","Marianna Coppo",7.99,4396,"Juvenile Fiction","Jun",2020,0.209259259259259,0.5
"Preaching to the Chickens","Jabari Asim",17.99,4397,"Juvenile Nonfiction","Oct",2016,0.0967839574641045,0.418116142435995
"Escape From Lucien (Amulet #6)","Kazu Kibuishi",12.99,4398,"Juvenile Fiction","Aug",2014,0.366666666666667,0.4
"Fall; or, Dodge in Hell","Neal Stephenson",21.99,4399,"Fiction","Jun",2020,0.189747474747475,0.44459595959596
"Aster and the Accidental Magic","Thom Pico",12.99,4400,"Juvenile Fiction","Mar",2020,0.264166666666667,0.455714285714286
"Who Fears Death","Nnedi Okorafor",17,4402,"Fiction","Oct",2020,0.311820406445406,0.57850012025012
"The Bad Guys in Intergalactic Gas (The Bad Guys #5)","Aaron Blabey",5.99,4410,"Juvenile Fiction","Dec",2017,-0.172222222222222,0.483333333333333
"Indestructibles","Jonas Sickler",5.95,4411,"Juvenile Fiction","Feb",2011,0.127777777777778,0.162103174603175
"Scary Stories to Tell in the Dark","Alvin Schwartz",7.99,4412,"Juvenile Fiction","Jul",2017,0,0
"Guillotine","Eduardo C Corral",16,4414,"Poetry","Aug",2020,0.0817247474747475,0.455684343434343
"Borderlands/La Frontera","Gloria Anzaldua",25.95,4415,"Poetry","Jun",2012,0,0
"Olympians","George O'Connor",10.99,4416,"Comics & Graphic Novels","Jan",2010,0.128651384254187,0.350043486195337
"The Eight Knights of Hanukkah","Leslie Kimmelman",17.99,4421,"Juvenile Fiction","Sep",2020,0.0893381618381618,0.224525474525475
"Phoebe and Her Unicorn in the Magic Storm (Phoebe and Her Unicorn Series Book 6)","Dana Simpson",9.99,4423,"Comics & Graphic Novels","Oct",2017,0,0
"Nomadland","Jessica Bruder",16.95,4428,"Business & Economics","Sep",2018,0.0960497835497836,0.461435786435786
"The Kissing Hand","Audrey Penn",8.99,4430,"Juvenile Fiction","Aug",2020,0,0
"Fields of Plenty Pocket-sized Coilbound Decomposition Book","Michael Roger Inc",5,4433,"Reference","Nov",2017,0,0
"Harriet the Spy","Louise Fitzhugh",7.99,4435,"Juvenile Fiction","May",2001,0.32961038961039,0.371558441558442
"The Bear and the Moon","Matthew Burgess",18.99,4440,"Juvenile Fiction","Sep",2020,0.0746064541519087,0.435677117495299
"See the Cat","David LaRochelle",8.99,4443,"Juvenile Fiction","Sep",2020,0.224993055555556,0.450121031746032
"The Beauty of Your Face","Sahar Mustafah",26.95,4445,"Fiction","Apr",2020,0.203162719633308,0.46299688057041
"Plantopedia","Lauren Camilleri",40,4446,"Gardening","Oct",2020,0,0
"Parable of the Sower","Octavia E Butler",24.99,4449,"Comics & Graphic Novels","Jan",2020,0.137444472194472,0.334334278968894
"The Fragile Earth","David Remnick",29.99,4451,"Literary Collections","Oct",2020,0.0825892857142857,0.389285714285714
"The Magnificent Makers #1","Theanne Griffith",5.99,4452,"Juvenile Fiction","May",2020,0.216666666666667,0.233333333333333
"How We Live Now","Bill Hayes",20,4453,"Social Science","Aug",2020,0.192089947930857,0.444436342277251
"Our Lady of Perpetual Hunger","Lisa Donovan",28,4455,"Cooking","Aug",2020,0.214795175166001,0.487334184239796
"Maus II","Art Spiegelman",15.95,4458,"Biography & Autobiography","Sep",1992,0.113374125874126,0.290926573426573
"The Good Egg","Jory John",18.99,4459,"Juvenile Fiction","Feb",2019,0.327623456790123,0.484162257495591
"The End of the Day","Bill Clegg",28,4465,"Fiction","Sep",2020,0.183713594780324,0.456216412034081
"Corduroy","Don Freeman",17.99,4471,"Juvenile Fiction","Mar",1968,0.119318181818182,0.163560606060606
"Stories for Boys Who Dare to Be Different","Ben Brooks",16.99,4474,"Juvenile Nonfiction","Sep",2018,0.178571428571429,0.306349206349206
"Paradise","Toni Morrison",16.95,4479,"Fiction","Mar",2014,0.270410353535354,0.574886363636364
"The Unicorn Whisperer","Dana Simpson",9.99,4484,"Juvenile Fiction","Oct",2019,0,0
"Middlemarch","George Eliot",12,4485,"Fiction","Mar",2003,0.286385836385836,0.427014652014652
"Dishoom","Shamil Thakrar",35,4486,"Cooking","Dec",2019,0.282415674603175,0.450496031746032
"Why I Don't Write","Susan Minot",25,4493,"Fiction","Aug",2020,0.297835497835498,0.63008658008658
"Blindness","Jose Saramago",16.99,4505,"Fiction","Oct",1999,0.246590909090909,0.54905303030303
"Cooking Class Global Feast!","Deanna F Cook",18.95,4509,"Juvenile Nonfiction","Oct",2019,0.316098484848485,0.333522727272727
"Chirri & Chirra, Under the Sea","Kaya Doi",16.95,4510,"Juvenile Fiction","May",2020,0,0
"My Meteorite","Harry Dodge",18,4512,"Family & Relationships","Mar",2020,0.237098351527699,0.52345873329569
"Get in Trouble","Kelly Link",17,4515,"Fiction","Feb",2016,0.181989556873338,0.518972521108368
"Unusual Chickens for the Exceptional Poultry Farmer","Kelly Jones",7.99,4517,"Juvenile Fiction","Mar",2016,0.150740740740741,0.764761904761905
"The Disaster Tourist","Yun Ko-eun",16.95,4523,"Fiction","Aug",2020,0.0662933849775955,0.403652692336903
"Siddhartha","Hermann Hesse",16,4526,"Religion","Dec",2002,0,0
"Dragon #2","Dav Pilkey",4.99,4540,"Juvenile Fiction","Sep",2019,0.361111111111111,0.777777777777778
"The Storm Runner","J C Cervantes",7.99,4544,"Juvenile Fiction","Aug",2019,0.375305134680135,0.578061868686869
"Odes to Lithium","Shira Erlichman",17.95,4546,"Poetry","Sep",2019,0.232389807162534,0.492561983471074
"The Bad Guys in Alien vs Bad Guys (The Bad Guys #6)","Aaron Blabey",5.99,4551,"Juvenile Fiction","Mar",2018,-0.172222222222222,0.483333333333333
"Norma Jeane Baker of Troy","Anne Carson",11.95,4557,"Performing Arts","Feb",2020,0.115983856421356,0.405912788600289
"My Life as an Ice Cream Sandwich","Ibi Zoboi",8.99,4563,"Juvenile Fiction","Jul",2020,0.0695815295815296,0.266695927529261
"The Art of Fermentation","Sandor Ellix Katz",39.95,4567,"Health & Fitness","May",2012,0.228948600101198,0.43106339367703
"Rise Up","Al Sharpton",27.99,4571,"Biography & Autobiography","Sep",2020,0.0855174008997538,0.255378809099397
"Always Look on the Bright Side of Life","Eric Idle",17,4582,"Biography & Autobiography","Oct",2019,0.270896464646465,0.638330808080808
"Warriors of Wakanda (Marvel","Frank Berrios",4.99,4584,"Juvenile Fiction","Sep",2018,0,0
"Camp","L C Rosen",17.99,4586,"Young Adult Fiction","May",2020,0.199418054418054,0.383902035152035
"Share Your Rainbow","Various",7.99,4587,"Juvenile Fiction","Aug",2020,0.177777777777778,0.363888888888889
"Paris Never Leaves You","Ellen Feldman",16.99,4588,"Fiction","Aug",2020,0.255433085433085,0.485228156617045
"Ultimate Ocean Rumble (Who Would Win?)","Jerry Pallotta",4.99,4592,"Juvenile Fiction","Sep",2020,0,0
"Pete the Cat's Trip to the Supermarket","James Dean",4.99,4593,"Juvenile Fiction","Jul",2019,0,0
"Rain Reign","Ann M Martin",7.99,4599,"Juvenile Fiction","Jan",2018,0.283389577594123,0.531845730027548
"Black Boy [Seventy-fifth Anniversary Edition]","Richard Wright",17.99,4600,"Social Science","Feb",2020,0.17803416821274,0.491711116264688
"Free Food for Millionaires","Min Jin Lee",16.99,4602,"Fiction","Jun",2018,0.152777777777778,0.188888888888889
"The Dearly Beloved","Cara Wall",17,4603,"Fiction","Jul",2020,0.276283658869866,0.457991218551563
"Rocket Says Look Up!","Nathan Bryon",17.99,4607,"Juvenile Fiction","Jun",2019,0.30762962962963,0.500740740740741
"Paying the Land","Joe Sacco",29.99,4608,"Nature","Jul",2020,0.260066538399872,0.550822911656245
"The Fire Keeper (A Storm Runner Novel, Book 2)","J C Cervantes",7.99,4609,"Juvenile Fiction","Sep",2020,0.0728888888888889,0.191555555555556
"What Can I Do?","Jane Fonda",30,4612,"Nature","Sep",2020,0,0
"Jane Eyre","Charlotte Bronte",9,4621,"Fiction","Aug",2006,0,0
"Prince of the Elves (Amulet #5)","Kazu Kibuishi",12.99,4622,"Juvenile Fiction","Sep",2012,0.2325,0.405
"1919","Eve L Ewing",16,4626,"History","Jun",2019,0.132146825396825,0.373249503968254
"The Travelers","Regina Porter",17,4627,"Fiction","Sep",2020,0.216504065077435,0.451109078119948
"Contrary Dogs","Elo",12,4628,"Juvenile Nonfiction","May",2018,0.161666666666667,0.42
"The Last Last-Day-of-Summer","Lamar Giles",7.99,4629,"Juvenile Fiction","Sep",2020,0.238400699829271,0.460649456363742
"The Call Me Ishmael Phone Book","Logan Smalley",20,4630,"Reference","Oct",2020,0.125925925925926,0.44320987654321
"Stuff Every Cheese Lover Should Know","Alexandra Jones",9.99,4632,"Cooking","Oct",2020,0.116540404040404,0.389393939393939
"Richard Scarry's Cars and Trucks","Richard Scarry",4.99,4634,"Juvenile Fiction","Jul",2017,0,0
"Ivy Aberdeen's Letter to the World","Ashley Herring Blake",7.99,4635,"Juvenile Fiction","Mar",2019,0.169283805553647,0.386876627194087
"Richard Scarry's Busytown Seek and Find!","Richard Scarry",12.99,4636,"Juvenile Fiction","Jul",2020,0,0
"Captain Underpants and the Wrath of the Wicked Wedgie Woman","Dav Pilkey",9.99,4637,"Juvenile Fiction","Dec",2017,0.191666666666667,0.466666666666667
"Dance Dance Dance","Haruki Murakami",16.95,4642,"Fiction","Jan",1995,0.041869918699187,0.258638211382114
"Atonement","Ian McEwan",16.95,4645,"Fiction","Feb",2003,0.286419853294853,0.520515472182139
"From a Certain Point of View (Star Wars)","Renee Ahdieh",18,4646,"Fiction","Nov",2020,0,0
"The God of Small Things","Arundhati Roy",17,4647,"Fiction","Dec",2008,0.233235129068462,0.524466891133558
"Tragedy, the Greeks, and Us","Simon Critchley",16.95,4650,"History","Mar",2020,0.197736892736893,0.423853615520282
"The Pod and The Bog","Asia Citro",5.99,4651,"Juvenile Fiction","Mar",2018,0.408333333333333,0.654166666666667
"The Infinite Noise","Lauren Shippen",9.99,4652,"Young Adult Fiction","Sep",2020,0.258412083287083,0.535540972915973
"The Shadow Crosser (A Storm Runner Novel, Book 3)","J C Cervantes",16.99,4653,"Juvenile Fiction","Sep",2020,0,0
"Superman Smashes the Klan","Gene Luen Yang",16.99,4656,"Comics & Graphic Novels","May",2020,0,0
"The Stonewall Reader","York Public Library New",18,4663,"History","Apr",2019,0.254147340754484,0.442366522366522
"Minecraft","Ab Mojang",11.99,4664,"Computers","Aug",2017,0.0212662337662338,0.0576298701298701
"Exciting Times","Naoise Dolan",27.99,4665,"Fiction","Jun",2020,0.184996229113077,0.502861347254463
"Mystic Mondays Tarot","Grace Duong",24.95,4666,"Activity Cards","Oct",2018,0,0
"The Unidentified","Colin Dickey",27,4672,"Social Science","Jul",2020,0.278733766233766,0.440620490620491
"Elements of Style","Strunk & White",18,4674,"Language Arts & Disciplines","Aug",2007,0.105359848484848,0.331060606060606
"The Readers' Room","Antoine Laurain",15.95,4677,"Fiction","Oct",2020,0.126643192488263,0.311971830985916
"Mad, Bad & Dangerous to Know","Samira Ahmed",18.99,4678,"Young Adult Fiction","Apr",2020,0.131679591728934,0.423800083931663
"A Beginner's Guide to Japan","Pico Iyer",15.95,4683,"History","Jun",2020,0.249151234567901,0.470068066578483
"The Little House","Virginia Lee Burton",7.99,4687,"Juvenile Fiction","Apr",1978,0.2,0.35
"Cursed","Frank Miller",24.99,4689,"Young Adult Fiction","Oct",2019,0,0
"Green Ants vs. Army Ants (Who Would Win?)","Jerry Pallotta",4.99,4690,"Science","Sep",2020,0,0
"Bunnicula","Deborah Howe",7.99,4695,"Juvenile Fiction","Aug",2006,0.339393939393939,0.607239057239057
"Too Many Jacks","Mac Barnett",9.99,4702,"Juvenile Fiction","May",2020,0.316071428571429,0.742857142857143
"Orlando","Virginia Woolf",16.99,4705,"Fiction","Oct",1973,0.146354166666667,0.152604166666667
"Chica chica uno dos tres (Chicka Chicka 1 2 3)","Bill Martin Jr",7.99,4706,"Juvenile Fiction","Aug",2020,0,0
"I Know Why the Caged Bird Sings","Maya Angelou",18,4707,"Biography & Autobiography","Apr",2009,0,0.178571428571429
"Shine of the Silver Dragon","Tracey West",4.99,4708,"Juvenile Fiction","Sep",2018,0.231054593554594,0.387796616963284
